117.39	39.15	0	-23.08 	0	1.48 	0	Z2007下											
117.17	39.15	0	-15.85 	0	1.71 	0	F不320A-1											
117.73	39.17	0	-26.54 	0	1.90 	0	Ⅰ绥津79-1											
116.92	39.17	0	-93.38 	0	1.85 	0	XQ002											
117.16	39.17	0	-13.26 	0	1.69 	0	天甲BM1											
117.17	39.18	0	-13.08 	0	1.69 	0	京津23甲上											
117.81	39.19	0	-49.79 	0	2.21 	0	JC1789											
117.73	39.19	0	-18.58 	0	1.93 	0	JC150											
117.37	39.19	0	-17.78 	0	1.33 	0	不492											
117.1	39.19	0	-39.51 	0	1.67 	0	JC258											
116.99	39.19	0	-80.07 	0	1.79 	0	XQ007											
116.99	39.19	0	-86.95 	0	1.81 	0	C108下											
116.96	39.19	0	-80.37 	0	1.83 	0	XQ005											
117.16	39.19	0	-10.76 	0	1.66 	0	658											
117.83	39.2	0	-41.70 	0	2.23 	0	Z4015											
117.35	39.2	0	-20.66 	0	1.24 	0	JC940											
117.03	39.2	0	-61.98 	0	1.74 	0	青光大											
117.35	39.21	0	-16.67 	0	1.20 	0	JC1100											
117.1	39.21	0	-57.41 	0	1.63 	0	JC259											
117.15	39.21	0	-26.29 	0	1.61 	0	不1950											
117.96	39.22	0	-39.92 	0	2.37 	0	C093下											
117.75	39.22	0	-17.63 	0	1.96 	0	JC149											
117.35	39.22	0	-18.87 	0	1.11 	0	JC02											
117.98	39.23	0	-44.85 	0	2.37 	0	JC438											
117.92	39.23	0	-35.26 	0	2.36 	0	HG012											
117.92	39.23	0	-34.10 	0	2.35 	0	HG007											
117.88	39.23	0	-20.97 	0	2.33 	0	JC1168											
117.8	39.23	0	-13.41 	0	1.96 	0	汉沽分1下											
117.78	39.23	0	-19.93 	0	1.96 	0	汉沽营城分层标C0上											
117.78	39.23	0	-10.80 	0	1.96 	0	汉沽营城分层标C6上											
117.8	39.23	0	-10.46 	0	1.96 	0	汉沽分9下											
118.05	39.24	0	-68.23 	0	2.36 	0	JC445											
118.02	39.24	0	-63.38 	0	2.37 	0	JC444											
118	39.24	0	-47.19 	0	2.37 	0	1040下											
118	39.24	0	-52.15 	0	2.37 	0	Ⅰ汉乐5											
117.84	39.24	0	-17.19 	0	2.30 	0	HG008											
117.35	39.24	0	-29.02 	0	1.00 	0	JC939											
117.12	39.24	0	-28.71 	0	1.53 	0	不1594											
117.15	39.24	0	-41.35 	0	1.50 	0	BC009											
117.81	39.25	0	-17.14 	0	1.94 	0	Ⅰ汉乐1基上											
117.16	39.25	0	-33.82 	0	1.47 	0	不1543											
118.06	39.26	0	-75.28 	0	2.30 	0	JC447											
117.8	39.26	0	-18.13 	0	1.92 	0	JC146											
117.34	39.26	0	-21.03 	0	0.89 	0	潘津5											
117.18	39.26	0	-30.03 	0	1.37 	0	JC1195											
117.1	39.26	0	-24.78 	0	1.61 	0	JC72-1											
117.23	39.26	0	-75.84 	0	1.29 	0	JC952											
118	39.27	0	-55.54 	0	2.23 	0	JC1384											
118.04	39.27	0	-65.19 	0	2.28 	0	JC448											
117.3	39.27	0	-19.78 	0	1.10 	0	潘津6-1											
117.98	39.28	0	-43.00 	0	2.18 	0	C091下											
117.38	39.28	0	-35.72 	0	0.46 	0	ⅢDH01											
117.37	39.28	0	-27.32 	0	0.34 	0	BJPF水闸											
117.37	39.28	0	-26.61 	0	0.32 	0	Ⅲ孔东15											
117.37	39.28	0	-26.40 	0	0.30 	0	东堤头基准站北											
117.95	39.29	0	-35.59 	0	2.12 	0	JC703-1											
117.4	39.29	0	-32.74 	0	0.62 	0	JC1101											
117.93	39.3	0	-30.72 	0	2.08 	0	JC704-1											
117.81	39.3	0	-28.16 	0	1.86 	0	天津1051-1											
117.1	39.3	0	-41.37 	0	1.70 	0	BC027											
117.88	39.31	0	-22.28 	0	1.94 	0	JC1374											
117.85	39.32	0	-23.10 	0	1.85 	0	NH039											
117.43	39.32	0	-19.07 	0	0.72 	0	潘津2											
117.83	39.33	0	-27.48 	0	1.77 	0	宁河138											
117.47	39.33	0	-18.78 	0	0.39 	0	1037下											
117.08	39.33	0	-32.32 	0	1.78 	0	不289a											
117.46	39.34	0	-15.27 	0	0.57 	0	潘津1											
117.48	39.34	0	-15.61 	0	0.23 	0	潘庄GNSS基准站东											
117.68	39.35	0	-12.97 	0	1.56 	0	C076下											
117.8	39.35	0	-26.62 	0	1.73 	0	JC153											
117.51	39.35	0	-16.14 	0	0.88 	0	Ⅱ潘芦2A-1											
117.53	39.36	0	-22.60 	0	1.02 	0	JC1261											
117.67	39.36	0	-15.54 	0	1.59 	0	马聪庄140											
117.67	39.36	0	-15.55 	0	1.59 	0	潘芦4-1基上											
117.71	39.36	0	-27.15 	0	1.66 	0	JC1766											
117.59	39.37	0	-15.51 	0	1.31 	0	C075下											
117.62	39.37	0	-14.22 	0	1.40 	0	潘芦3-1											
117.48	39.37	0	-14.10 	0	1.26 	0	JC1785											
117.82	39.4	0	-17.54 	0	1.98 	0	Ⅰ玉芦18-1											
117.07	39.4	0	-38.25 	0	1.89 	0	WQ028											
117.44	39.42	0	-14.55 	0	1.51 	0	683											
117.08	39.43	0	-37.78 	0	1.92 	0	WQ031											
117.41	39.44	0	-21.48 	0	1.62 	0	JC1260											
117.41	39.44	0	-14.94 	0	1.59 	0	C058下											
117.36	39.47	0	-17.34 	0	1.75 	0	722-1											
117.49	39.47	0	-14.80 	0	1.87 	0	C059下											
117.47	39.47	0	-13.80 	0	1.84 	0	黄白桥水文											
117.47	39.47	0	-14.13 	0	1.83 	0	JC487											
117.47	39.48	0	-13.09 	0	1.81 	0	LZG											
117.08	39.48	0	-20.78 	0	1.95 	0	Ⅰ114012											
